run,seed,best_fitness,best_size,best_depth,elapsed_seconds,best_expr,simplified_expr
11,52,0.0007112872488100928,10,6,1.3071365356445312,"neg(cos(cos(protectedSqrt(mul(sub(0.7636, -0.1198), protectedLog(x))))))",-cos(cos(0.9399*sqrt(log(x))))
12,53,0.00010780731140224822,61,16,2.850130796432495,"sub(neg(mul(sin(mul(sin(protectedExp(sub(-0.1368, cos(protectedLog(neg(mul(sin(x), neg(cos(x))))))))), sub(x, x))), sub(x, sub(-0.1368, neg(mul(x, neg(cos(mul(x, mul(x, x)))))))))), cos(protectedSqrt(mul(x, sub(-0.1368, cos(protectedLog(neg(mul(x, neg(cos(mul(x, mul(x, mul(-0.9778, mul(mul(x, x), mul(x, -0.9778))))))))))))))))",-cos(sqrt(-x*(cos(log(x*cos(0.9561*x**5))) + 0.1368)))
13,54,0.0014474385719094062,4,3,1.2296080589294434,neg(cos(protectedSqrt(x))),-cos(sqrt(x))
14,55,0.0013105460098421693,13,8,1.1936628818511963,"neg(protectedSqrt(sin(mul(sin(-0.5403), sub(protectedLog(x), cos(protectedLog(protectedLog(0.0883))))))))",-sqrt(-sin(0.5144*log(x) - 0.5144*cos(0.8867 + I*pi)))
15,56,0.00013792394757484717,60,17,2.651059627532959,"add(sub(0.1253, cos(protectedSqrt(x))), mul(protectedDiv(-0.0752, sin(sin(sin(sin(sin(cos(cos(protectedSqrt(mul(protectedDiv(sin(x), cos(protectedDiv(sin(cos(-0.0752)), cos(protectedSqrt(x))))), mul(protectedDiv(x, protectedSqrt(cos(x))), sin(x)))))))))))), cos(protectedSqrt(mul(sin(sin(sin(sin(sin(cos(cos(protectedSqrt(protectedSqrt(x))))))))), mul(protectedDiv(x, cos(protectedSqrt(x))), sin(protectedLog(protectedLog(x)))))))))",-cos(sqrt(x)) + 0.1253 - 0.0752*cos(sqrt(x*sin(log(log(x)))*sin(sin(sin(sin(sin(cos(cos(x**(1/4))))))))/cos(sqrt(x))))/sin(sin(sin(sin(sin(cos(cos(sqrt(x*sin(x)**2/(sqrt(cos(x))*cos(0.8399/cos(sqrt(x))))))))))))
16,57,3.751894555697274e-08,40,17,1.9580824375152588,"mul(neg(cos(mul(x, cos(mul(x, mul(neg(neg(cos(mul(cos(mul(x, cos(mul(x, mul(x, mul(x, x)))))), mul(neg(protectedSqrt(neg(sin(x)))), cos(mul(x, mul(x, x)))))))), x)))))), cos(sin(x)))",-cos(x*cos(x**2*cos(sqrt(-sin(x))*cos(x**3)*cos(x*cos(x**4)))))*cos(sin(x))
17,58,2.380080119200374e-06,32,17,1.9174342155456543,"neg(cos(protectedSqrt(sin(mul(add(mul(protectedSqrt(protectedSqrt(mul(protectedSqrt(protectedExp(neg(protectedSqrt(mul(mul(add(x, x), x), x))))), protectedSqrt(protectedExp(neg(mul(add(x, x), x))))))), x), x), x)))))",-cos(sqrt(sin(x**2*((sqrt(exp(-2*x**2))*sqrt(exp(-sqrt(2)*sqrt(x**3))))**(1/4) + 1))))
18,59,3.2163265746225972e-06,38,16,2.3735134601593018,"neg(cos(mul(x, protectedDiv(cos(mul(cos(sub(protectedLog(protectedSqrt(protectedSqrt(x))), cos(x))), cos(sub(protectedLog(protectedSqrt(x)), cos(x))))), sin(sin(protectedSqrt(protectedSqrt(neg(protectedSqrt(protectedSqrt(cos(sub(protectedLog(protectedSqrt(protectedSqrt(x))), cos(protectedSqrt(x)))))))))))))))",-cos(x*cos(cos(log(x)/4 - cos(x))*cos(log(x)/2 - cos(x)))/sin(sin((-cos(log(x)/4 - cos(sqrt(x)))**(1/4))**(1/4))))
19,60,0.0005138042393797286,69,16,2.379573106765747,"sub(add(0.7563, neg(sin(cos(protectedSqrt(x))))), cos(protectedSqrt(neg(mul(sin(sin(cos(sub(x, mul(mul(cos(sub(x, mul(sin(sin(x)), -0.5258))), x), sub(-0.4782, -0.5258)))))), sub(sub(x, mul(mul(sin(cos(sub(x, mul(cos(x), sub(mul(cos(x), sub(x, x)), x))))), x), sub(-0.4782, -0.5258))), mul(mul(cos(sub(x, mul(sin(sin(x)), -0.5258))), x), sub(-0.4782, -0.5258))))))))",-sin(cos(sqrt(x))) - cos(sqrt(x*(0.0476*sin(cos(x*(cos(x) + 1))) + 0.0476*cos(x + 0.5258*sin(sin(x))) - 1.0)*sin(sin(cos(x*(0.0476*cos(x + 0.5258*sin(sin(x))) - 1.0)))))) + 0.7563
20,61,6.539282392263038e-06,26,17,2.1302828788757324,"neg(cos(sin(protectedDiv(x, sin(sin(sin(neg(protectedSqrt(cos(sin(sub(sin(sin(mul(x, x))), protectedLog(protectedSqrt(cos(mul(x, protectedDiv(x, -0.843)))))))))))))))))",-cos(sin(x/sin(sin(sin(sqrt(cos(sin(log(cos(1.1862*x**2))/2 - sin(sin(x**2))))))))))
21,62,2.563006763074373e-06,20,16,1.7974722385406494,"neg(cos(sin(protectedDiv(x, cos(neg(protectedSqrt(cos(protectedSqrt(cos(protectedSqrt(protectedDiv(x, protectedSqrt(cos(protectedSqrt(protectedDiv(x, x))))))))))))))))",-cos(sin(x/cos(sqrt(cos(sqrt(cos(sqrt(x)/cos(1)**(1/4))))))))
22,63,0.0005235211911722833,6,5,1.1907703876495361,neg(cos(cos(protectedSqrt(protectedLog(x))))),-cos(cos(sqrt(log(x))))
23,64,0.0005235211911722833,6,5,1.3296170234680176,neg(cos(cos(protectedSqrt(protectedLog(x))))),-cos(cos(sqrt(log(x))))
24,65,4.780407808871626e-05,11,8,1.1912472248077393,"neg(cos(neg(sin(protectedDiv(x, cos(sin(protectedDiv(-0.6358, -0.6358))))))))",-cos(sin(1.5007*x))
25,66,2.219529048315613e-05,39,16,2.5899436473846436,"neg(cos(mul(sin(sin(neg(x))), add(protectedLog(cos(cos(mul(mul(cos(protectedDiv(cos(mul(cos(x), 0.0385)), sin(sin(sin(sin(sin(x))))))), sin(neg(neg(protectedLog(-0.0822))))), cos(protectedLog(-0.0822)))))), neg(protectedSqrt(cos(neg(x))))))))",-cos((log(cos(cos(sin(2.4986 - I*pi)*cos(cos(0.0385*cos(x))/sin(sin(sin(sin(sin(x))))))*cos(2.4986 - I*pi)))) - sqrt(cos(x)))*sin(sin(x)))
26,67,7.265207453784677e-06,36,17,2.007603883743286,"neg(cos(mul(x, add(cos(mul(x, add(cos(protectedSqrt(mul(x, add(cos(mul(x, add(cos(protectedSqrt(neg(0.9903))), 0.4991))), cos(mul(x, add(cos(neg(0.9903)), cos(protectedSqrt(neg(0.9903)))))))))), 0.4991))), 0.4991))))",-cos(x*(cos(x*(cos(sqrt(x*(cos(2.0365*x) + cos(2.0858*x)))) + 0.4991)) + 0.4991))
27,68,0.0005235211911722833,7,6,1.3437378406524658,neg(cos(cos(protectedSqrt(neg(protectedLog(x)))))),-cos(cos(sqrt(-log(x))))
28,69,3.6631479201767115e-08,40,16,2.2198190689086914,"neg(mul(cos(mul(x, protectedSqrt(mul(protectedSqrt(cos(neg(mul(neg(x), protectedDiv(protectedSqrt(mul(mul(neg(x), x), sin(x))), protectedSqrt(cos(mul(mul(x, x), protectedSqrt(cos(x)))))))))), cos(neg(neg(mul(x, x)))))))), cos(sin(x))))",-cos(x*sqrt(cos(x**2)*sqrt(cos(x*sqrt(-x**2*sin(x))/sqrt(cos(x**2*sqrt(cos(x))))))))*cos(sin(x))
29,70,4.250286722650959e-06,30,17,2.2270092964172363,"neg(cos(sin(add(mul(x, protectedSqrt(neg(x))), mul(cos(sin(add(mul(protectedExp(cos(cos(cos(cos(cos(mul(protectedLog(0.2206), neg(x)))))))), protectedSqrt(neg(x))), -0.7094))), x)))))",-cos(sin(x*cos(sin(sqrt(-x)*exp(cos(cos(cos(cos(cos(1.5114*x)))))) - 0.7094)) - (-x)**(3/2)))
30,71,3.369364855409971e-06,63,17,2.0386962890625,"neg(cos(protectedDiv(protectedSqrt(cos(protectedDiv(protectedSqrt(cos(protectedDiv(0.729, protectedDiv(protectedSqrt(cos(protectedDiv(0.729, protectedDiv(0.729, x)))), protectedDiv(protectedSqrt(cos(protectedDiv(protectedSqrt(cos(x)), protectedDiv(protectedDiv(0.729, neg(x)), x)))), protectedDiv(0.729, x)))))), protectedDiv(protectedDiv(0.729, protectedDiv(protectedSqrt(cos(protectedDiv(protectedDiv(protectedDiv(0.729, x), neg(x)), protectedDiv(protectedDiv(0.729, x), x)))), protectedDiv(0.729, protectedDiv(0.729, protectedDiv(0.729, x))))), x)))), protectedDiv(0.729, x))))",-cos(1.3717*x*sqrt(cos(1.3831*x**2*sqrt(cos(1.0*x*sqrt(cos(1.3717*x**2*sqrt(cos(x))))/sqrt(cos(1.0*x)))))))
